CODE,SECTION,DATE,ROOM,PROFESSOR
GNG4170,A,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,A,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,A,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,A,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,A,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,B,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,B,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,B,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,B,1461421800,Not available at this time.,Cameron Tiesma
GNG4170,B,1461421800,Not available at this time.,Cameron Tiesma
GNG4570,,1461421800,Not available at this time.,Paula Sauveur
GNG4570,,1461421800,Not available at this time.,Paula Sauveur
GNG4570,,1461421800,Not available at this time.,Paula Sauveur
GNG4570,,1461421800,Not available at this time.,Paula Sauveur
GNG4570,,1461421800,Not available at this time.,Paula Sauveur
ITI1100,A,1461162600,Not available at this time.,Qi Hao
ITI1100,A,1461162600,Not available at this time.,Qi Hao
ITI1100,B,1461162600,Not available at this time.,Qi Hao
ITI1100,B,1461162600,Not available at this time.,Qi Hao
ITI1100,C,1461162600,Not available at this time.,Ahmed Karmouch
ITI1100,C,1461162600,Not available at this time.,Ahmed Karmouch
ITI1100,D,1461162600,Not available at this time.,Aziz Abdesselam
ITI1120,D,1461196800,Not available at this time.,Sherif Aly Ahmed
ITI1120,D,1461196800,Not available at this time.,Sherif Aly Ahmed
ITI1121,A,1461610800,Not available at this time.,Nour El-Kadri
ITI1121,A,1461610800,Not available at this time.,Nour El-Kadri
ITI1121,A,1461610800,Not available at this time.,Nour El-Kadri
ITI1121,A,1461610800,Not available at this time.,Nour El-Kadri
ITI1121,B,1461610800,Not available at this time.,Guy-Vincent Jourdan
ITI1121,B,1461610800,Not available at this time.,Guy-Vincent Jourdan
ITI1121,B,1461610800,Not available at this time.,Guy-Vincent Jourdan
ITI1121,B,1461610800,Not available at this time.,Guy-Vincent Jourdan
ITI1121,C,1461610800,Not available at this time.,Guy-Vincent Jourdan
ITI1121,C,1461610800,Not available at this time.,Guy-Vincent Jourdan
ITI1121,C,1461610800,Not available at this time.,Guy-Vincent Jourdan
ITI1121,C,1461610800,Not available at this time.,Guy-Vincent Jourdan
ITI1500,A,1461162600,Not available at this time.,Ahmed Karmouch
ITI1520,B,1461196800,Not available at this time.,Aziz Abdesselam
ITI1520,B,1461196800,Not available at this time.,Aziz Abdesselam
ITI1521,A,1461610800,Not available at this time.,Marcel Turcotte
ITI1521,A,1461610800,Not available at this time.,Marcel Turcotte
ITI1521,A,1461610800,Not available at this time.,Marcel Turcotte
ITI1521,A,1461610800,Not available at this time.,Marcel Turcotte
MCG1100,A,1460644200,Not available at this time.,William Hallett
MCG1100,A,1460644200,Not available at this time.,William Hallett
MCG1100,B,1460644200,Not available at this time.,William Hallett
MCG1100,B,1460644200,Not available at this time.,William Hallett
MCG1100,C,1460644200,Not available at this time.,William Hallett
MCG1100,C,1460644200,Not available at this time.,William Hallett
MCG1100,D,1460644200,Not available at this time.,William Hallett
MCG1100,D,1460644200,Not available at this time.,William Hallett
MCG1500,A,1460644200,Not available at this time.,William Hallett
MCG1500,B,1460644200,Not available at this time.,William Hallett
MCG2101,A,1461767400,Not available at this time.,François Robitaille
MCG2101,A,1461767400,Not available at this time.,François Robitaille
MCG2101,A,1461767400,Not available at this time.,François Robitaille
MCG2101,A,1461767400,Not available at this time.,François Robitaille
MCG2131,A,1461438000,Not available at this time.,William Hallett
MCG2131,A,1461438000,Not available at this time.,William Hallett
MCG2131,A,1461438000,Not available at this time.,William Hallett
MCG2131,A,1461438000,Not available at this time.,William Hallett
MCG2142,A,1460989800,Not available at this time.,Fabio Variola
MCG2361,A,1460730600,Not available at this time.,Ali Ourdjini
MCG2361,A,1460730600,Not available at this time.,Ali Ourdjini
MCG2361,A,1460730600,Not available at this time.,Ali Ourdjini
MCG2361,A,1460730600,Not available at this time.,Ali Ourdjini
MCG2361,A,1460730600,Not available at this time.,Ali Ourdjini
MCG2501,A,1461767400,Not available at this time.,François Robitaille
MCG2501,A,1461767400,Not available at this time.,François Robitaille
MCG2501,A,1461767400,Not available at this time.,François Robitaille
MCG2501,A,1461767400,Not available at this time.,François Robitaille
MCG2531,A,1461456000,Not available at this time.,Bertrand Jodoin
MCG2531,A,1461456000,Not available at this time.,Bertrand Jodoin
MCG2531,A,1461456000,Not available at this time.,Bertrand Jodoin
MCG2542,,1460989800,Not available at this time.,Fabio Variola
MCG2761,A,1460730600,Not available at this time.,Mohammed Yandouzi
MCG2761,A,1460730600,Not available at this time.,Mohammed Yandouzi
MCG2761,A,1460730600,Not available at this time.,Mohammed Yandouzi
MCG2761,A,1460730600,Not available at this time.,Mohammed Yandouzi
MCG2761,A,1460730600,Not available at this time.,Mohammed Yandouzi
MCG3110,A,1460746800,Not available at this time.,Patrick Richer
MCG3131,A,1461767400,Not available at this time.,Ahsan Faraz Ahmed
MCG3141,A,1461681000,Not available at this time.,Isabelle Catelas
MCG3143,A,1460660400,Not available at this time.,Marianne Fenech
MCG3145,A,1460989800,Not available at this time.,Ahsan Faraz Ahmed
MCG3307,A,1460833200,Not available at this time.,Davide Spinello
MCG3341,A,1461335400,Not available at this time.,Matei Radulescu
MCG3545,A,1460989800,Not available at this time.,Ali Ourdjini
MCG3741,A,1461335400,Not available at this time.,Matei Radulescu
MCG4127,A,1461610800,Not available at this time.,Catherine Mavriplis
MCG4150,A,1460989800,Not available at this time.,Costel Flueraru
MCG4152,A,1461178800,Not available at this time.,Marianne Fenech
MCG4190,B,1461783600,Not available at this time.,Eric van Blaeren
MCG4190,C,1460660400,Not available at this time.,Patrick Dumond
MCG4190,D,1461697200,Not available at this time.,Kevin Bagheri
MCG4191,A,1461265200,Not available at this time.,Patrick Dumond
MCG4308,A,1461092400,Not available at this time.,Natalie Baddour
MCG4325,A,1460746800,Not available at this time.,Bertrand Jodoin
SEG2106,A,1461681000,Not available at this time.,Gregor Bochmann
SEG2106,A,1461681000,Not available at this time.,Gregor Bochmann
SEG2506,A,1461681000,Not available at this time.,Gregor Bochmann
SEG2506,A,1461681000,Not available at this time.,Gregor Bochmann
SEG2911,D,1461594600,Not available at this time.,Claude D'Amours
SEG2911,D,1461594600,Not available at this time.,Claude D'Amours
SEG2911,D,1461594600,Not available at this time.,Claude D'Amours
SEG2911,E,1461594600,Not available at this time.,Carlisle Adams
SEG2911,E,1461594600,Not available at this time.,Carlisle Adams
SEG2911,E,1461594600,Not available at this time.,Carlisle Adams
SEG2911,F,1461594600,Not available at this time.,Alexandre Lemieux
SEG2911,F,1461594600,Not available at this time.,Alexandre Lemieux
SEG2911,F,1461594600,Not available at this time.,Alexandre Lemieux
SEG3103,A,1461767400,Not available at this time.,Stéphane Some
SEG3125,A,1460746800,Not available at this time.,Fadi Malek
SEG4145,A,1461076200,Not available at this time.,Gilbert Arbez
SEG4545,A,1461076200,Not available at this time.,Gilbert Arbez
