CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
ESP2701,A,Lecture 2,4,16:00,17:30,SMD 227,LIT. HISPANIQUE EN TRADUCTION,Luis Abanto Rojas
ESP2911,A,Lecture 1,1,17:30,19:00,CBY E016,CULT ESP CONTEMP/CONTEMP SPAN,Fernando De Diego-Perez
ESP2911,A,Lecture 2,3,17:30,19:00,CBY E016,CULT ESP CONTEMP/CONTEMP SPAN,Fernando De Diego-Perez
ESP2912,A,Lecture 1,2,17:30,19:00,CBY E016,CULT HISP-AMER/ SPAN-AMER CULT,José Paredes Davila
ESP2912,A,Lecture 2,4,17:30,19:00,CBY E016,CULT HISP-AMER/ SPAN-AMER CULT,José Paredes Davila
ESP2992,A,Lecture 1,1,16:00,17:30,TBT 0021,ESP INTERM. / INTERM. SPAN. II,Ana Maria Fernandez
ESP2992,A,Lecture 2,3,14:30,16:00,TBT 0021,ESP INTERM. / INTERM. SPAN. II,Ana Maria Fernandez
ESP2992,A,Discussion Group 1,1,15:00,16:00,STT 125,ESP INTERM. / INTERM. SPAN. II,Ana Maria Fernandez
ESP2992,B,Lecture 1,2,13:00,14:30,TBT 323,ESP INTERM. / INTERM. SPAN. II,Jorge Llaca Buznego
ESP2992,B,Lecture 2,4,11:30,13:00,SMD 330,ESP INTERM. / INTERM. SPAN. II,Jorge Llaca Buznego
ESP2992,B,Discussion Group 1,4,13:00,14:00,SMD 423,ESP INTERM. / INTERM. SPAN. II,Jorge Llaca Buznego
ESP2992,C,Lecture 1,2,17:30,19:00,SMD 330,ESP INTERM. / INTERM. SPAN. II,Nabila Kadri
ESP2992,C,Lecture 2,4,17:30,19:00,SMD 330,ESP INTERM. / INTERM. SPAN. II,Nabila Kadri
ESP2992,C,Discussion Group 1,2,19:00,20:00,SMD 330,ESP INTERM. / INTERM. SPAN. II,Nabila Kadri
ESP2992,D,Lecture 1,3,13:00,14:30,STT 125,ESP INTERM. / INTERM. SPAN. II,James Restrepo
ESP2992,D,Lecture 2,5,11:30,13:00,STT 125,ESP INTERM. / INTERM. SPAN. II,James Restrepo
ESP2992,D,Discussion Group 1,5,10:30,11:30,LMX 342,ESP INTERM. / INTERM. SPAN. II,James Restrepo
ESP3935,A,Lecture 1,1,11:30,13:00,KED B004,HIPS TEXTS THEAT &amp; POET,Fernando De Diego-Perez
ESP3935,A,Lecture 2,4,13:00,14:30,KED B004,HIPS TEXTS THEAT &amp; POET,Fernando De Diego-Perez
ESP3942,A,Lecture 1,3,14:30,17:30,DMS 9161,SYNTAXE ESPAGNOLE/SPAN.SYNTAX,Raquel LLama
ESP3948,A,Lecture 1,3,13:00,14:30,ART 246,HIS &amp; POL HISP LIT,James Nelson Novoa
ESP3948,A,Lecture 2,5,11:30,13:00,ART 215,HIS &amp; POL HISP LIT,James Nelson Novoa
ESP3992,A,Lecture 1,1,10:00,11:30,MRT 015,Cours avancé d'espagnol II,Estela Garcia
ESP3992,A,Lecture 2,3,08:30,10:00,MRT 015,Cours avancé d'espagnol II,Estela Garcia
ESP3992,A,Discussion Group 1,1,09:00,10:00,MNT 204,Cours avancé d'espagnol II,Estela Garcia
ESP3992,B,Lecture 1,2,13:00,14:30,CBY E015,Cours avancé d'espagnol II,Luis Abanto Rojas
ESP3992,B,Lecture 2,4,11:30,13:00,CBY E015,Cours avancé d'espagnol II,Luis Abanto Rojas
ESP3992,B,Discussion Group 1,4,10:30,11:30,STE H0104,Cours avancé d'espagnol II,Luis Abanto Rojas
ESP3992,C,Lecture 1,2,17:30,19:00,DMS 9161,Cours avancé d'espagnol II,Saul Moreno Mancipe
ESP3992,C,Lecture 2,4,17:30,19:00,DMS 9161,Cours avancé d'espagnol II,Saul Moreno Mancipe
ESP3992,C,Discussion Group 1,4,19:00,20:00,THN 054,Cours avancé d'espagnol II,Saul Moreno Mancipe
ESP4940,A,Lecture 1,2,13:00,14:30,THN 054,ACQUIS ESP/ACQUIS OF SPAN,Elena Valenzuela
ESP4940,A,Lecture 2,4,11:30,13:00,THN 054,ACQUIS ESP/ACQUIS OF SPAN,Elena Valenzuela
FLS1510,N,Lecture 1,1,11:30,13:00,SMD 428,Communication orale et écrite,Angela Bruckel-Lichtenoecker
FLS1510,N,Lecture 2,4,13:00,14:30,SMD 428,Communication orale et écrite,Angela Bruckel-Lichtenoecker
FLS1511,N,Lecture 1,1,11:30,13:00,SMD 326,Communication orale et écrite,Céline Boily
FLS1511,N,Lecture 2,4,13:00,14:30,LMX 106,Communication orale et écrite,Céline Boily
FLS1511,O,Lecture 1,3,16:00,17:30,MRT 251,Communication orale et écrite,Robert Paquette
FLS1511,O,Lecture 2,5,14:30,16:00,MRT 251,Communication orale et écrite,Robert Paquette
FLS1511,P,Lecture 1,2,19:00,22:00,SMD 428,Communication orale et écrite,Robert Paquette
FLS1512,M,Lecture 1,3,10:00,11:30,TBT 325,Communication orale et écrite,Angela Bruckel-Lichtenoecker
FLS1512,M,Lecture 2,5,08:30,10:00,TBT 325,Communication orale et écrite,Angela Bruckel-Lichtenoecker
FLS1512,N,Lecture 1,4,13:00,14:30,SMD 332,Communication orale et écrite,Alexis Maltais
FLS1512,N,Lecture 2,1,11:30,13:00,MRT 015,Communication orale et écrite,Alexis Maltais
FLS1512,O,Lecture 1,3,16:00,17:30,BRS 314,Communication orale et écrite,Micheline Pellerin
FLS1512,O,Lecture 2,5,14:30,16:00,BRS 314,Communication orale et écrite,Micheline Pellerin
FLS1512,P,Lecture 1,2,19:00,22:00,SMD 331,Communication orale et écrite,Karim Achab
