CODE,SECTION,TYPE,DAY,START,END,ROOM,NAME,PROFESSOR
DCL5506,J,Seminar 5,5,16:00,19:00,FSS 4014,THÉORIE JURIDIQUE AUTOCHTONE,Darren O'Toole
DCL5510,E,Lecture 1,4,08:30,11:30,LMX 390,PROB. THÉO. CHOIS. DROIT PRIVÉ,Mistrale Goudreau
DCL5526,,Seminar 1,3,08:30,11:30,FTX 136,ENGAGEMENTS FINANCIERS,Noémi Landry-Blanchard
DCL5527,,Seminar 1,2,08:30,11:30,FTX 136,DÉCÈS &amp; TRANSMISSION DES BIENS,Jacques Mauffette
DCL5528,,Seminar 1,4,17:30,20:30,MNT 103,EXAMEN DES TITRES IMMOBILIERS,Natacha Bouffard
DCL5529,,Seminar 1,1,18:00,21:00,FTX 413,DROIT DES SOCIÉTÉS,Bryan Robinson
DCL5610,,Lecture 1,1,08:30,11:30,FTX 359,Interprétation des lois,Mistrale Goudreau
DCL5731,A,Seminar 1,2,13:00,15:00,FTX 133,PROB. CHOI. DROIT PERSONNE I,Marieve Lacroix
DCL5731,A,Seminar 2,3,11:30,13:30,TBT 315,PROB. CHOI. DROIT PERSONNE I,Marieve Lacroix
DCL5731,B,Lecture 1,4,13:00,16:00,FTX 137,PROB. CHOI. DROIT PERSONNE I,Isabelle Aubé
DCL5732,A,Lecture 1,1,10:30,12:30,FTX 361,PROB. CHOI. DROIT PERSONNE II,Sarah Morgan
DCL5732,A,Lecture 2,5,15:00,17:00,FTX 137,PROB. CHOI. DROIT PERSONNE II,Sarah Morgan
DCL5733,,Lecture 1,1,15:00,17:00,GSD 307,PROB. CHOI. DROIT PERSONNE III,Laurie Joe
DCL5733,,Lecture 2,3,15:00,17:00,FTX 359,PROB. CHOI. DROIT PERSONNE III,Lise Rivet
DCL5737,,Seminar 1,2,08:30,12:30,FTX 315,THÉORIES CRITIQUES DU DROIT,Pascale Fournier
DCL6120,JA,Seminar 1,1,08:30,11:30,FTX 402,ADVANCED INTERNATIONAL LAW,Laura Spitz
DCL6120,JA,Seminar 2,2,08:30,11:30,FTX 402,ADVANCED INTERNATIONAL LAW,Laura Spitz
DCL6120,JA,Seminar 3,3,08:30,11:30,FTX 402,ADVANCED INTERNATIONAL LAW,Laura Spitz
DCL6120,JA,Seminar 4,4,08:30,11:30,FTX 402,ADVANCED INTERNATIONAL LAW,Laura Spitz
DCL6120,JA,Seminar 5,5,08:30,11:30,FTX 402,ADVANCED INTERNATIONAL LAW,Laura Spitz
DCL6120,JB,Seminar 1,1,13:00,16:00,FTX 402,ADVANCED INTERNATIONAL LAW,Mark Drumbl
DCL6120,JB,Seminar 2,2,13:00,16:00,FTX 402,ADVANCED INTERNATIONAL LAW,Mark Drumbl
DCL6120,JB,Seminar 3,3,13:00,16:00,FTX 316,ADVANCED INTERNATIONAL LAW,Mark Drumbl
DCL6120,JB,Seminar 4,4,13:00,16:00,FTX 402,ADVANCED INTERNATIONAL LAW,Mark Drumbl
DCL6120,JB,Seminar 5,5,13:00,16:00,FTX 402,ADVANCED INTERNATIONAL LAW,Mark Drumbl
DCL6121,G,Lecture 1,1,19:00,21:00,FTX 315,STUDIES IN INTERNA. LAW I,Linda Bianchi
DCL6121,G,Lecture 2,3,19:00,21:00,FTX 137,STUDIES IN INTERNA. LAW I,Not available at this time.
DCL6121,JA,Seminar 1,1,16:00,19:00,FTX 402,STUDIES IN INTERNA. LAW I,Daniela Kravetz
DCL6121,JA,Seminar 2,2,16:00,19:00,FTX 402,STUDIES IN INTERNA. LAW I,Daniela Kravetz
DCL6121,JA,Seminar 3,3,16:00,19:00,FTX 402,STUDIES IN INTERNA. LAW I,Daniela Kravetz
DCL6121,JA,Seminar 4,4,16:00,19:00,FTX 402,STUDIES IN INTERNA. LAW I,Daniela Kravetz
DCL6121,JA,Seminar 5,5,16:00,19:00,FTX 402,STUDIES IN INTERNA. LAW I,Daniela Kravetz
DCL6121,JB,Seminar 1,1,08:30,11:30,FTX 316,STUDIES IN INTERNA. LAW I,Not available at this time.
DCL6121,JB,Seminar 2,2,08:30,11:30,FTX 316,STUDIES IN INTERNA. LAW I,Not available at this time.
DCL6121,JB,Seminar 3,3,08:30,11:30,FTX 316,STUDIES IN INTERNA. LAW I,Not available at this time.
DCL6121,JB,Seminar 4,4,08:30,11:30,FTX 316,STUDIES IN INTERNA. LAW I,Not available at this time.
DCL6121,JB,Seminar 5,5,08:30,11:30,FTX 316,STUDIES IN INTERNA. LAW I,Not available at this time.
DCL6122,A,Lecture 1,1,15:00,17:00,FTX 351,STUDIES IN INTERNA. LAW II,Palladam Vasudev
DCL6122,A,Lecture 2,4,15:00,17:00,FTX 133,STUDIES IN INTERNA. LAW II,Palladam Vasudev
DCL6126,,Seminar 1,3,19:00,21:00,BRS 314,INTL. HUMANITARIAN LAW,Ilario Maiolo
DCL6126,,Seminar 2,5,19:00,21:00,FTX 235,INTL. HUMANITARIAN LAW,Ilario Maiolo
DCL6319,,Seminar 1,2,15:00,19:00,VNR 2027,ADVANCED INTNL. ECONOMIC LAW,Nicolas Lamp
